Geneid	gene_name	SRR3655795Aligned.sortedByCoord.out.bam	SRR3655801Aligned.sortedByCoord.out.bam	SRR3655791Aligned.sortedByCoord.out.bam	SRR3655798Aligned.sortedByCoord.out.bam	SRR3655797Aligned.sortedByCoord.out.bam	SRR3655799Aligned.sortedByCoord.out.bam	SRR3655793Aligned.sortedByCoord.out.bam	SRR3655800Aligned.sortedByCoord.out.bam	SRR3655802Aligned.sortedByCoord.out.bam	SRR3655792Aligned.sortedByCoord.out.bam	SRR3655794Aligned.sortedByCoord.out.bam	SRR3655796Aligned.sortedByCoord.out.bam
ppp2r1bb	NA	355	1045	304	2951	2951	913	344	2374	2577	772	875	889
sik2b	NA	812	743	626	1441	1441	1421	494	3598	1788	1534	1165	1809
laynb	NA	119	33	82	47	47	25	60	74	78	198	154	290
LOC567816	NA	4	2	2	0	0	0	0	4	0	13	6	9
zgc:162608	NA	105	229	6	1321	1321	296	5	770	578	32	17	230
LOC103908849	NA	8	1	5	4	4	2	11	3	5	13	19	10
si:dkey-103g5.4	NA	35	11	51	26	26	14	59	39	31	171	161	99
ttc12	NA	0	10	0	1	1	0	1	0	20	1	0	1
LOC101882848	NA	0	0	0	0	0	0	0	0	0	0	0	0
ankk1	NA	0	0	0	0	0	0	0	0	0	0	0	0
drd2a	NA	0	0	0	0	0	0	0	0	1	0	2	0
scn3b	NA	65	188	76	27	27	59	30	179	457	186	87	176
si:ch211-286b4.4	NA	4	33	2	2	2	4	7	2	61	7	14	8
LOC110437948	NA	0	1	0	0	0	0	0	0	1	0	0	0
LOC110437949	NA	0	2	0	0	0	0	0	0	4	0	1	0
LOC108179232	NA	0	1	0	0	0	0	0	0	1	0	0	0
LOC100005689	NA	0	4	0	0	0	0	0	2	8	2	0	0
spa17	NA	1	3	1	2	2	4	1	5	6	2	4	4
zgc:194114	NA	0	0	0	0	0	0	0	0	0	0	0	0
hepacama	NA	0	0	0	0	0	0	0	1	0	0	0	0
pde9al	NA	34	50	23	17	17	93	34	226	140	52	74	96
oafa	NA	218	539	194	893	893	413	262	1039	1315	455	604	561
tmem136a	NA	24	42	14	35	35	24	31	67	111	42	67	48
arhgef12a	NA	363	654	638	427	427	625	469	1584	1694	1645	1272	921
grik4	NA	9	0	17	0	0	2	1	4	1	36	10	27
LOC103908836	NA	0	0	0	0	0	0	0	0	0	0	0	0
ccdc153	NA	0	1	0	16	16	3	2	1	0	2	1	1
cbl	NA	167	188	139	1208	1208	311	150	712	472	347	417	330
mcamb	NA	550	665	502	774	774	777	425	1800	1639	1233	1084	1239
rnf26	NA	151	173	158	198	198	222	89	563	478	447	276	335
c1qtnf5	NA	43	207	36	256	256	111	53	236	497	72	131	101
kmt2a	NA	703	356	791	608	608	492	610	1302	983	1895	1431	1859
ube4a	NA	197	288	221	382	382	321	207	815	624	515	505	504
phykpl	NA	89	66	118	31	31	79	60	181	164	276	141	226
pdzd3a	NA	2066	1780	2439	433	433	1812	2531	4600	4167	6212	6270	5203
nlrx1	NA	350	154	233	301	301	134	339	338	342	636	849	872
abcg4b	NA	15	15	11	37	37	20	16	62	23	12	49	33
hmbsb	NA	112	171	106	181	181	148	147	368	376	222	353	245
si:dkey-182i3.9	NA	18	20	30	23	23	22	36	48	62	81	68	55
LOC110437746	NA	49	140	51	69	69	81	54	201	288	125	109	134
si:dkey-182i3.10	NA	50	67	51	61	61	48	55	128	191	113	107	123
si:dkey-182i3.11	NA	36	85	27	76	76	76	49	173	188	82	117	86
si:dkey-31m14.7	NA	81	176	113	1110	1110	227	249	517	387	293	649	210
ckmb	NA	0	57	0	2	2	1	0	4	113	0	0	2
klc3	NA	4	8	4	5	5	12	8	21	17	13	17	11
ercc2	NA	119	194	150	139	139	152	165	404	461	370	438	276
zgc:154093	NA	1327	413	1708	785	785	346	1697	923	1046	4516	4212	2961
zc3h4	NA	385	378	285	481	481	391	339	848	1040	731	940	983
sae1	NA	57	246	76	204	204	114	112	312	600	141	233	161
bbc3	NA	306	38	180	77	77	58	187	170	106	380	383	744
rad1	NA	34	106	46	43	43	69	286	151	206	115	686	82
ift20	NA	85	92	70	80	80	74	78	188	205	172	172	177
tmem97	NA	1429	2147	2108	889	889	3678	2170	9394	5118	5283	5430	3485
si:ch211-167j9.5	NA	116	135	89	41	41	86	110	244	313	198	280	289
usp32	NA	265	739	434	596	596	761	396	2041	1892	1053	1008	612
si:ch1073-145m9.1	NA	0	4	2	3	3	14	2	28	14	3	8	4
appbp2	NA	197	188	142	350	350	230	147	543	505	417	371	457
myo18ab	NA	601	538	587	755	755	405	744	1122	1296	1427	2077	1474
pipox	NA	883	1294	1370	199	199	1006	1919	2546	3259	3501	4710	2256
sez6b	NA	0	0	0	0	0	0	0	1	1	0	0	0
LOC108179305	NA	0	0	0	0	0	0	0	0	0	0	0	0
phf12b	NA	10	20	7	33	33	11	12	28	59	22	29	29
dhrs13b	NA	5	3	7	6	6	16	20	41	6	14	60	23
si:ch211-108p6.4	NA	70	162	73	116	116	119	93	328	376	158	263	157
gemin4	NA	23	23	19	36	36	24	25	61	70	48	57	54
zgc:198241	NA	54	218	117	285	285	71	82	176	586	236	153	144
LOC110437905	NA	0	0	0	1	1	0	0	0	7	0	0	0
LOC103908840	NA	0	0	0	0	0	0	0	0	0	0	0	0
smtnl	NA	3	1	1	47	47	9	8	27	8	8	11	5
tmem199	NA	0	0	0	0	0	0	0	0	0	0	0	0
poldip2	NA	1	0	0	0	0	0	0	1	3	0	0	0
si:dkey-151p21.7	NA	0	0	0	0	0	0	0	0	0	0	0	0
crk	NA	0	0	0	0	0	0	0	0	0	0	0	0
ywhae1	NA	5	6	1	2	2	5	1	6	5	10	4	10
cpda	NA	0	0	0	0	0	0	0	0	0	0	0	0
gosr1	NA	3	6	2	1	1	1	3	4	13	4	6	3
tusc5a	NA	0	0	0	0	0	0	0	0	0	0	0	0
aipl1	NA	0	0	0	2	2	0	0	4	0	0	0	0
mir22a	NA	0	0	0	0	0	0	0	0	0	0	0	0
abhd15a	NA	13	1	15	10	10	21	8	34	8	37	16	27
si:ch211-198e20.10	NA	0	0	1	0	0	0	0	0	0	0	0	0
pimr190	NA	0	0	1	0	0	0	0	0	0	4	0	0
zgc:136683	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110437906	NA	0	0	4	1	1	0	0	0	0	12	0	0
exo5	NA	4	13	10	10	10	2	18	6	16	32	34	7
fam101b	NA	0	0	0	0	0	0	0	0	1	0	0	0
vps53	NA	4	5	2	1	1	6	2	21	11	6	7	7
slc35f2l	NA	0	0	0	0	0	0	0	0	0	0	0	0
mnta	NA	202	239	236	297	297	244	159	636	666	598	391	521
mettl16	NA	66	74	48	91	91	82	68	218	216	167	136	169
pafah1b1a	NA	799	1205	991	1545	1545	1084	937	2784	3016	2470	2406	2045
cluha	NA	1194	898	1408	979	979	954	1239	2379	2353	3404	3115	3101
si:dkey-54n8.4	NA	4	5	3	15	15	7	3	18	10	14	13	12
tlcd2	NA	192	295	216	307	307	246	258	603	773	545	630	466
aifm4	NA	2	9	5	43	43	165	10	362	35	11	22	9
pak4	NA	331	374	286	475	475	457	305	1198	936	711	737	710
zgc:152863	NA	123	212	71	778	778	181	166	415	506	159	321	335
hif1al	NA	2939	1966	340	3710	3710	1148	1400	2969	4948	982	3553	7154
npat	NA	195	215	160	242	242	219	279	623	545	463	646	427
mmp20a	NA	0	0	1	1	1	1	0	2	0	0	0	0
mmp20b	NA	0	3	0	0	0	0	0	0	9	0	0	1
si:dkey-54n8.2	NA	244	227	277	133	133	304	332	813	562	713	813	586
taok1a	NA	85	67	83	193	193	179	95	439	154	227	235	251
tsr1	NA	545	355	609	506	506	442	566	1257	882	1595	1510	1462
hic1	NA	552	579	480	1897	1897	597	630	1521	1437	1167	1796	1438
mir212	NA	0	0	0	0	0	0	0	0	0	0	0	0
mir132-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
dph1	NA	68	116	86	92	92	122	61	317	341	203	184	181
rtn4rl1b	NA	1	0	1	4	4	1	0	1	1	0	0	1
rpa1	NA	307	720	183	784	784	445	488	1160	1740	452	1237	631
serpinf2b	NA	5	759	5	4573	4573	3385	5	8318	1873	18	13	24
wdr81	NA	120	183	213	505	505	224	221	574	452	541	506	292
slc13a5b	NA	0	31	2	31	31	2	5	6	55	3	19	0
si:dkey-175a17.3	NA	577	496	678	223	223	442	611	1083	1139	1633	1474	1329
si:dkey-175a17.4	NA	0	4	0	5	5	13	1	20	9	1	0	4
pitpnm3	NA	21	32	19	47	47	47	14	113	81	45	46	50
si:dkey-243i1.1	NA	43	43	39	31	31	57	32	144	107	91	85	78
ccdc9	NA	333	359	245	348	348	418	297	958	919	652	753	817
ppm1da	NA	42	54	37	54	54	43	22	113	118	82	75	115
bcas3	NA	59	58	32	96	96	103	41	219	165	115	98	109
LOC110437907	NA	0	1	0	1	1	0	0	0	0	0	0	0
si:ch211-229g11.5	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-229g11.6	NA	0	0	0	0	0	0	0	0	0	0	0	0
tbx2b	NA	0	0	0	1	1	0	0	2	0	0	0	0
tbx4	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103908842	NA	1	1	0	0	0	0	0	0	1	0	0	1
brip1	NA	4	0	4	6	6	18	2	45	0	8	13	9
lhx1a	NA	0	0	0	1	1	0	0	0	0	0	0	3
LOC103908843	NA	0	7	0	0	0	0	0	0	3	1	2	0
dhrs13a.3	NA	440	291	439	249	249	511	398	1279	737	1103	1026	1122
cryba1a	NA	1	1	0	0	0	1	1	1	0	0	1	0
crybb1l3	NA	0	0	2	2	2	0	0	0	0	1	0	0
unc119a	NA	14	9	9	8	8	12	7	31	27	26	12	27
foxn1	NA	0	0	0	0	0	1	0	0	0	0	0	0
slc46a1	NA	57	76	130	128	128	134	73	370	209	360	207	120
sarm1	NA	3	1	1	3	3	23	3	43	2	0	3	2
vtna	NA	1	78	3	219	219	783	0	2004	208	3	6	0
scarf1	NA	21	53	30	57	57	51	32	138	134	63	87	54
rilp	NA	880	642	1291	373	373	1532	2001	3810	1615	3221	4854	2177
prpf8	NA	1509	2356	1341	2331	2331	1798	1701	4528	5904	3126	4454	3617
myo1cb	NA	3261	2663	3323	2038	2038	3302	4711	8434	6422	8213	11971	7837
si:dkey-118k5.3	NA	92	178	76	898	898	270	96	708	501	189	285	199
slc43a2a	NA	499	1298	95	3243	3243	559	169	1357	3052	300	418	1073
pitpnaa	NA	1036	2088	818	3199	3199	1932	1451	5101	5304	2308	3580	2539
git1	NA	297	329	292	303	303	336	227	830	750	715	579	639
ankrd13b	NA	9	0	24	2	2	8	3	17	5	60	17	27
ssh2a	NA	374	225	442	907	907	333	999	847	587	1130	2399	843
si:ch211-225b7.5	NA	11	14	14	18	18	15	5	25	30	30	24	27
slc6a4a	NA	49	53	180	117	117	260	122	777	129	492	372	79
blmh	NA	530	2266	908	1030	1030	1595	748	4139	6098	2194	2006	1316
nova2	NA	51	45	54	77	77	51	49	158	126	148	115	152
cd3eap	NA	138	152	107	183	183	167	83	435	392	316	206	386
gpr4	NA	13	7	34	10	10	8	20	33	17	79	66	23
eml2	NA	511	1406	926	800	800	1422	852	3667	3565	2299	2311	1323
gipr	NA	2	0	0	11	11	96	0	290	10	3	0	6
clip3	NA	30	3	24	14	14	14	11	56	26	44	19	50
dharma	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-137a8.2	NA	196	156	355	36	36	129	309	392	454	834	732	490
si:ch211-137a8.4	NA	17	61	27	45	45	21	8	94	123	60	45	52
zgc:162698	NA	543	639	450	1287	1287	852	564	2164	1594	1219	1459	1271
capns1b	NA	1130	1724	973	1363	1363	1500	949	3639	4164	2416	2240	2775
zgc:101731	NA	7	14	13	17	17	24	12	53	37	31	32	23
zgc:113149	NA	118	168	124	213	213	162	116	384	403	333	308	262
xaf1	NA	506	1315	501	1648	1648	1196	570	2897	3371	1370	1373	1306
rap1gap2a	NA	744	139	355	121	121	243	571	577	382	830	1406	1806
si:dkey-52l18.4	NA	229	193	169	79	79	151	271	430	504	418	662	537
tsku	NA	3015	381	1190	1052	1052	658	3626	1519	1062	3059	8921	7186
gucy2f	NA	63	1	3	6	6	5	36	8	7	26	119	144
serpinh1b	NA	103	49	85	44	44	47	51	56	105	205	117	233
gdpd5b	NA	119	165	141	266	266	267	102	650	417	440	275	231
LOC101886064	NA	0	0	0	0	0	0	0	0	0	0	1	2
LOC110437909	NA	0	0	0	0	0	0	0	0	0	0	0	0
hspa13	NA	152	205	69	507	507	299	71	707	499	179	198	340
samsn1a	NA	55	215	57	2712	2712	282	60	655	461	121	175	119
si:ch211-207n23.2	NA	0	7	0	7	7	12	1	18	16	3	5	0
LOC101886539	NA	0	0	1	1	1	0	0	3	0	0	0	0
nrip1a	NA	148	279	286	311	311	418	240	960	735	709	565	357
zgc:153372	NA	133	244	174	183	183	206	161	512	586	346	420	360
LOC108179323	NA	0	0	0	0	0	0	0	1	0	0	0	0
mir99-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
mirlet7c-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
mir125c	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101887065	NA	1	3	2	4	4	2	1	4	3	0	0	1
LOC101882031	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100535200	NA	1	3	3	3	3	3	4	7	10	8	6	4
LOC101882251	NA	0	0	1	3	3	0	0	1	0	0	0	0
nufip2	NA	575	828	582	1341	1341	824	541	2135	2097	1411	1271	1428
LOC108179048	NA	0	23	0	14	14	1	0	0	50	0	3	1
nlk2	NA	641	877	594	576	576	918	548	2310	2088	1328	1499	1421
lyrm9	NA	59	38	29	47	47	70	50	166	118	92	103	126
nos2b	NA	9	7	7	3864	3864	21	7	52	24	17	22	10
mrps23	NA	108	112	51	251	251	123	95	241	339	139	235	231
LOC103908846	NA	1	0	0	0	0	0	1	0	0	0	2	1
msi2b	NA	197	125	125	131	131	102	205	287	280	357	480	499
akap1b	NA	568	269	572	254	254	341	438	874	718	1407	1058	1352
LOC110437910	NA	0	0	0	0	0	0	0	0	0	0	1	0
nf1a	NA	298	286	311	314	314	294	290	854	725	823	714	758
LOC101882500	NA	58	104	75	1324	1324	124	75	333	271	151	171	146
ogmb	NA	2	8	0	22	22	10	0	34	14	0	2	1
lgals9l6	NA	2	0	1	5	5	2	0	0	3	4	0	13
lgals9l5	NA	0	4	0	16	16	0	0	0	10	0	0	0
pimr135	NA	0	4	10	25	25	0	0	0	16	31	0	0
lgals9l4	NA	1	3	0	2	2	1	0	1	0	0	1	3
lgals9l1	NA	276	2399	223	12450	12450	846	402	2081	6048	543	1024	691
lgals9l3	NA	1072	2987	856	7411	7411	1843	776	4608	7709	2127	1989	2602
ksr1b	NA	305	293	371	573	573	337	321	844	728	1046	911	746
wsb1	NA	3553	3075	3686	3470	3470	2687	2964	6608	7725	8987	7534	8383
cuedc1b	NA	132	187	153	318	318	182	151	504	475	382	352	299
vezf1b	NA	31	30	26	47	47	36	38	123	82	89	85	71
LOC556987	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:171927	NA	0	0	0	0	0	0	0	0	0	0	0	0
or116-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
or116-2	NA	0	0	0	0	0	0	0	0	0	0	0	0
or117-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
or118-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
or118-3	NA	0	0	0	0	0	0	0	0	0	0	0	0
or118-2	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:152857	NA	0	0	0	0	0	0	0	0	1	0	0	0
or119-2	NA	0	0	0	0	0	0	0	0	0	0	0	0
or107-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
or111-1	NA	0	0	1	0	0	0	0	0	0	0	0	0
or111-2	NA	0	0	0	0	0	0	0	0	0	0	0	0
or111-3	NA	0	0	0	0	0	3	0	5	1	0	0	0
or111-4	NA	0	1	0	1	1	0	0	1	1	0	0	0
or111-5	NA	0	0	0	0	0	0	0	2	0	0	0	0
or111-6	NA	0	0	0	0	0	0	0	6	0	0	0	0
or111-7	NA	0	0	0	0	0	0	0	0	0	0	0	0
or111-8	NA	0	0	0	0	0	0	0	0	0	0	0	0
or111-9	NA	0	0	0	0	0	0	0	0	0	0	0	0
or111-10	NA	0	2	3	1	1	2	0	2	14	10	0	0
or111-11	NA	0	2	2	2	2	1	0	6	6	2	0	0
or103-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
or103-5	NA	0	0	0	0	0	0	0	0	0	0	0	0
or103-2	NA	0	0	0	0	0	0	0	0	0	0	0	0
or103-3	NA	0	0	0	0	0	0	0	0	0	0	0	0
or103-4	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101883115	NA	0	0	0	0	0	0	0	0	0	0	0	0
or102-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
or102-2	NA	0	0	0	0	0	0	0	0	0	0	0	0
or102-3	NA	0	0	0	0	0	0	0	0	0	0	0	0
or102-4	NA	0	0	0	0	0	0	0	0	0	0	0	0
or102-5	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101883589	NA	0	0	0	0	0	0	0	1	0	0	1	0
hmgb1b	NA	162	341	162	406	406	256	133	696	761	373	302	376
wdr95	NA	1	1	0	1	1	0	0	0	1	1	1	5
hsph1	NA	17	21	17	26	26	34	17	89	34	33	29	42
b3glcta	NA	61	89	10	72	72	55	9	138	267	25	13	121
rxfp2b	NA	1	1	0	0	0	2	1	2	1	2	3	6
frya	NA	239	123	118	248	248	245	117	710	299	306	279	610
brca2	NA	57	173	106	191	191	215	143	536	415	238	341	130
dchs1a	NA	23	43	41	14	14	22	20	61	101	76	56	61
arfip2a	NA	46	53	32	77	77	48	23	121	128	98	69	106
fhdc4	NA	5	19	9	33	33	23	14	50	38	7	24	12
trim3a	NA	40	40	21	139	139	54	25	148	81	72	51	84
c4	NA	562	957	162	3784	3784	3218	287	7832	2452	416	682	1308
si:ch211-162k9.5	NA	178	36	7	2	2	11	180	42	71	4	444	420
si:dkey-285b23.4	NA	267	6	7	3	3	4	234	10	21	12	668	645
si:dkey-285b23.3	NA	176	3	3	1	1	5	171	1	4	3	503	481
frem2b	NA	65	99	56	23	23	64	48	157	255	110	110	155
trpc4b	NA	63	16	43	8	8	21	38	28	35	115	79	133
si:dkey-74i1.3	NA	0	2	1	6	6	0	1	2	2	0	0	0
postnb	NA	92	3546	16	1445	1445	2194	3	5470	8671	40	5	221
spg20b	NA	129	213	310	241	241	335	121	899	541	723	358	355
dclk1b	NA	0	0	0	2	2	2	0	0	1	0	0	1
nbeab	NA	3	0	1	2	2	2	9	7	3	1	32	26
mab21l1	NA	41	93	38	45	45	57	23	130	236	115	46	101
LOC110437911	NA	3	1	2	0	0	2	3	3	1	2	7	5
stard13b	NA	150	112	143	147	147	182	136	387	256	327	356	308
hdac12	NA	29	63	58	37	37	97	30	232	141	129	66	88
zgc:73340	NA	4	4	4	2	2	6	8	18	9	8	11	8
pds5b	NA	325	523	427	351	351	461	337	1042	1269	1056	920	871
n4bp2l2	NA	190	230	235	326	326	291	217	731	576	573	554	522
mmp13b	NA	10	11	21	221	221	30	5	62	42	65	13	29
inpp5ka	NA	103	131	109	193	193	144	127	425	353	290	245	219
tekt1	NA	2	2	0	0	0	2	4	3	7	2	12	13
LOC103908853	NA	6	1	4	1	1	3	4	3	3	4	13	9
LOC100330563	NA	12	20	23	3	3	10	19	46	44	40	43	18
mag	NA	3	8	0	3	3	1	0	9	3	1	0	8
lsr	NA	853	2112	796	1370	1370	1582	972	3947	5346	2081	2505	2012
tmem106ba	NA	524	717	1021	1031	1031	1480	897	3629	1687	2666	2299	1292
vwde	NA	0	4	0	0	0	0	0	0	6	0	2	0
si:dkey-30e9.7	NA	5	32	29	0	0	3	1	10	79	47	13	11
si:dkey-30e9.6	NA	8	1	19	1	1	1	19	9	9	33	54	25
arl4aa	NA	180	215	169	125	125	167	170	470	567	433	383	423
etv1	NA	37	13	17	13	13	25	7	69	27	51	17	71
dgkb	NA	0	0	0	0	0	0	0	0	0	0	2	1
agmo	NA	918	948	437	119	119	1074	954	2684	2454	1184	2475	2181
meox2a	NA	1	14	0	10	10	2	4	8	18	8	7	4
ispd	NA	63	124	147	84	84	135	43	339	355	342	103	180
sostdc1a	NA	4	25	1	23	23	10	5	27	67	9	16	25
lrrc72	NA	5	11	6	9	9	5	2	10	27	7	7	2
ankmy2a	NA	50	119	67	64	64	133	94	288	293	181	237	139
tspan13a	NA	2413	4959	5138	983	983	5413	5476	13578	12409	12705	13363	5816
LOC101883768	NA	2	4	1	2	2	4	3	8	5	5	3	3
bag6	NA	770	1424	753	1321	1321	1275	838	3106	3590	2003	2213	1817
lta	NA	5	7	6	4	4	13	3	26	14	9	15	14
tnfb	NA	51	52	39	939	939	74	54	181	110	97	156	112
gabbr1a	NA	0	9	2	3	3	7	2	27	13	7	10	6
sh3bp5la	NA	210	336	214	189	189	289	207	720	957	515	552	501
mgat1a	NA	404	1099	424	760	760	915	545	2368	2706	1088	1419	979
rnf183	NA	25	1917	60	131	131	1350	56	3410	4675	143	165	74
dhx16	NA	292	417	259	425	425	417	374	965	982	623	887	699
zgc:55621	NA	5	11	4	32	32	5	4	27	28	9	21	15
zgc:66024	NA	0	0	0	0	0	0	0	0	0	1	0	0
si:ch73-95l15.5	NA	728	535	902	201	201	587	1024	1483	1288	2519	2755	1668
ccdc105	NA	0	1	0	0	0	2	2	2	1	2	1	2
LOC101884284	NA	19	7	17	7	7	11	4	25	20	40	4	60
LOC110437912	NA	0	0	0	3	3	1	1	3	2	3	3	5
sesn3	NA	779	421	892	203	203	431	685	1095	1101	2196	1660	1941
bloc1s3	NA	102	168	112	209	209	174	104	403	375	309	263	242
zgc:55413	NA	0	0	0	6	6	0	0	2	3	0	0	0
zgc:77118	NA	0	1	0	0	0	0	1	1	2	0	0	0
LOC103908855	NA	12	0	2	1	1	5	12	11	0	5	42	20
slc19a3a	NA	101	111	224	91	91	184	118	491	272	533	383	234
agfg1a	NA	106	174	140	540	540	165	108	450	453	320	234	259
mrpl44	NA	221	283	214	229	229	308	233	741	803	513	565	562
mff	NA	147	385	110	477	477	303	165	742	934	342	433	343
zgc:158328	NA	0	0	0	14	14	3	0	10	0	2	1	0
mecom	NA	20	9	21	33	33	29	7	61	39	38	16	37
LOC110437913	NA	0	0	0	0	0	0	0	0	0	0	0	0
nyap2a	NA	2	1	3	13	13	9	3	13	7	16	5	4
LOC101884696	NA	0	0	0	0	0	0	0	0	0	0	0	0
irs1	NA	51	74	71	110	110	96	66	170	209	176	148	154
rhbdd1	NA	136	172	112	181	181	136	106	339	395	325	288	361
col4a4	NA	0	0	0	0	0	0	0	1	1	0	0	0
col4a3	NA	0	0	0	0	0	0	0	1	0	0	0	0
sst1.2	NA	51	2	0	92	92	4	0	10	14	1	1	103
LOC108179332	NA	254	243	124	5403	5403	93	514	250	529	339	1185	661
sst1.1	NA	92	24	1	197	197	8	0	11	52	1	0	227
masp1	NA	27	130	13	76	76	160	5	406	309	36	17	87
ostn	NA	0	0	0	2	2	2	0	0	0	1	0	1
gmnc	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-23k10.2	NA	290	389	95	28	28	523	222	1274	897	229	553	736
si:dkey-23k10.5	NA	3893	5533	4860	1881	1881	5731	4775	14012	13574	12145	11808	9158
si:dkey-23k10.3	NA	143	139	121	203	203	348	227	870	329	297	528	379
LOC101887000	NA	34	24	2	24	24	18	38	49	78	2	83	73
si:dkey-262k9.2	NA	552	519	284	653	653	1061	425	2656	1215	698	1142	1341
si:dkey-262k9.4	NA	145	222	61	2332	2332	103	109	295	651	143	295	304
nphs1	NA	0	0	0	3	3	0	0	1	0	2	1	2
kirrel3l	NA	45	25	40	39	39	19	22	40	79	89	78	106
zmp:0000001114	NA	289	317	249	420	420	243	190	554	845	609	485	659
aplp1	NA	69	190	138	269	269	89	32	284	441	260	73	160
LOC100333235	NA	0	0	12	0	0	0	22	0	0	21	41	0
LOC100535321	NA	0	0	42	0	0	1	75	0	0	99	162	0
LOC103908856	NA	0	0	0	0	0	0	0	0	1	0	0	0
LOC108179338	NA	0	0	0	0	0	0	0	0	0	1	2	0
zgc:171592	NA	45	47	9	34	34	85	5	200	163	7	14	94
zbtb32	NA	51	26	27	92	92	21	22	57	57	67	70	131
LOC110437915	NA	0	0	0	3	3	0	0	1	0	0	0	2
si:ch211-113j13.2	NA	0	0	0	15	15	1	0	1	0	1	0	0
igflr1	NA	174	214	133	1606	1606	329	110	795	492	403	227	453
kmt2bb	NA	644	531	711	927	927	934	676	2220	1382	1881	1613	1578
psenen	NA	327	642	392	584	584	593	387	1523	1519	1025	1026	735
hspb6	NA	48	20	8	122	122	8	1	21	61	22	12	142
proser3	NA	37	80	42	43	43	59	34	166	228	101	110	83
lin37	NA	42	154	48	137	137	112	52	240	345	129	140	123
si:ch211-137j23.9	NA	0	1	1	4	4	3	3	5	2	1	2	0
LOC110437916	NA	0	0	0	43	43	4	0	17	1	0	3	1
si:dkey-117a8.1	NA	0	0	0	28	28	1	0	1	0	1	1	1
si:dkey-42l23.7	NA	0	0	0	7	7	1	0	1	2	0	0	0
si:dkey-42l23.5	NA	0	1	0	0	0	0	0	0	0	0	0	0
si:dkey-42l23.4	NA	3	8	4	64	64	12	10	26	19	9	19	3
LOC100331422	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-42l23.2	NA	29	15	38	23	23	52	44	141	41	97	122	70
ctrl	NA	15924	5819	2956	4988	4988	745	851	1860	14528	7508	2261	39628
si:dkey-238d18.3	NA	1	8	0	2	2	1	0	2	25	0	0	1
hsc70	NA	39	15	11	7	7	6	3	8	33	23	12	99
si:dkey-238d18.4	NA	284	651	376	348	348	982	404	2357	1647	904	985	695
si:dkey-238d18.5	NA	1	8	2	105	105	17	4	51	19	8	1	2
si:dkey-238d18.15	NA	0	0	0	0	0	0	0	0	0	1	0	0
LOC103908642	NA	10	34	90	73	73	25	5	69	83	261	13	28
LOC101884840	NA	2	0	3	1	1	3	0	4	0	8	1	4
si:dkey-238d18.10	NA	0	0	0	1	1	1	2	2	2	1	2	1
LOC110437933	NA	2	1	1	2	2	4	0	2	1	2	2	0
LOC108179236	NA	1	0	0	0	0	0	0	0	0	1	0	0
LOC108179342	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101883854	NA	0	0	1	1	1	0	0	1	0	1	0	0
LOC108179343	NA	1	5	2	1	1	3	0	9	5	2	0	3
si:ch73-380l3.2	NA	68	111	76	622	622	102	58	298	252	164	189	135
si:ch73-380l3.3	NA	0	2	2	8	8	1	3	15	10	4	1	2
si:ch73-380l3.4	NA	5	39	4	43	43	31	3	72	72	6	13	22
LOC103908857	NA	3	1	5	1	1	0	5	4	2	10	7	7
LOC103908858	NA	0	4	2	6	6	2	3	3	8	11	8	6
si:dkey-24p1.1	NA	11	34	8	108	108	41	17	102	80	24	31	23
irgq2	NA	0	0	1	10	10	0	0	3	3	2	1	0
si:dkey-24p1.7	NA	25	79	26	518	518	123	48	371	216	66	118	73
chrna10a	NA	4	0	2	1	1	6	2	15	4	2	3	3
rhoga	NA	17	39	10	79	79	62	17	157	106	16	38	37
stim1a	NA	399	692	375	1963	1963	611	486	1491	1697	1020	1215	993
LOC559843	NA	145	139	207	406	406	347	197	896	351	433	435	370
trpc2a	NA	0	0	0	0	0	0	0	0	0	0	1	1
robo2	NA	54	241	29	227	227	970	27	2523	725	79	65	116
robo1	NA	122	259	461	287	287	511	334	1326	695	1222	760	305
LOC110437917	NA	0	0	0	0	0	0	0	0	0	2	0	0
msh5	NA	0	13	0	0	0	3	0	0	48	0	0	0
