Geneid	gene_name	SRR3655801	SRR3655798	SRR3655791	SRR3655799	SRR3655795	SRR3655793	SRR3655797	SRR3655792	SRR3655794	SRR3655800	SRR3655802	SRR3655796
vil1	NA	19750	8335	31997	15182	27521	35805	8335	84383	97521	39146	52839	69721
itgb2	NA	729	6984	158	809	228	205	6984	396	726	1969	1925	614
retsatl	NA	2	32	1	4	1	2	32	5	2	9	3	1
adarb1b	NA	35	28	29	41	23	27	28	74	70	85	99	51
agr1	NA	1	2	0	0	1	0	2	0	0	0	1	2
traf3ip1	NA	44	67	38	41	54	18	67	96	66	116	128	151
LOC101882148	NA	0	0	0	0	0	0	0	0	0	0	0	0
asb1	NA	18	24	7	15	14	2	24	15	8	33	42	35
LOC110440056	NA	0	0	0	0	0	0	0	0	0	1	0	0
twist2	NA	2	165	0	1	1	0	165	0	1	3	4	3
hdac4	NA	61	114	76	128	67	75	114	216	224	272	177	159
LOC559107	NA	180	164	5854	204	3121	6359	164	15180	16962	542	504	8075
lct	NA	286	32	3565	1978	2414	23018	32	9181	61614	5226	757	6081
cx43.4	NA	58	98	20	50	15	9	98	39	29	140	117	39
LOC110440050	NA	1	0	0	0	0	0	0	0	0	0	0	0
slc4a3	NA	7	12	3	10	16	7	12	13	12	30	12	52
LOC103911691	NA	0	2	1	2	0	2	2	2	11	7	5	0
igfbp2b	NA	17	42	10	111	9	12	42	34	16	276	54	22
igfbp5b	NA	382	353	382	472	509	333	353	1005	818	1229	991	1301
LOC103911692	NA	0	2	0	1	0	0	2	0	1	0	0	0
LOC108191357	NA	0	0	0	0	0	0	0	0	0	0	0	0
tns1b	NA	287	321	377	314	718	445	321	1024	1141	866	801	1692
gpbar1	NA	24	88	30	66	41	20	88	67	53	144	65	91
zgc:92380	NA	41	16	17	112	16	42	16	61	69	242	113	42
arpc2	NA	4718	6748	2818	3697	3063	2847	6748	7397	7510	9370	12367	7565
LOC797181	NA	10	1041	15	50	13	23	1041	17	31	115	23	21
cxcr2	NA	33	3	23	33	9	32	3	71	100	106	76	24
mettl5	NA	106	76	96	96	72	113	76	180	248	257	292	180
klhl23	NA	23	14	15	16	12	11	14	56	47	54	64	46
trnar-ccu_15	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_165	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_166	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_167	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccu_16	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_168	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccu_17	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_169	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnai-uau_46	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_170	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_171	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccu_18	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_172	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_173	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_174	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_175	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_176	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_177	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccu_19	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_178	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_179	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_180	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_181	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_182	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_183	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccu_20	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_184	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnai-uau_47	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_185	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_186	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccu_21	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccu_22	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_187	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_188	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccu_23	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_189	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnai-uau_48	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_190	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_191	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccu_24	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_192	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_193	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccu_25	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_194	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_195	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_196	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnar-ccu_26	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_197	NA	0	0	0	0	0	0	0	0	0	0	0	0
phgdh	NA	63	187	1	85	3	10	187	4	40	186	203	7
ccdc173	NA	11	6	45	12	30	45	6	121	109	21	15	91
fastkd1	NA	125	103	165	197	128	132	103	443	356	552	332	295
klhl41a	NA	2	0	3	0	3	10	0	9	22	4	4	3
bbs5	NA	58	35	12	48	16	23	35	43	48	133	131	46
col28a2a	NA	12	0	0	0	20	0	0	0	0	1	42	39
zgc:172182	NA	0	0	0	0	0	0	0	0	0	1	0	0
lrp2a	NA	10	23	5	10	1	2	23	1	9	15	34	0
rdh1	NA	1565	295	2785	1930	1146	2899	295	7395	8024	5184	4332	2900
dhrs9	NA	3017	1379	3764	2834	3257	3458	1379	10105	9346	7415	8144	8229
abcb11a	NA	110	223	594	343	232	904	223	1709	2524	906	323	602
spc25	NA	188	87	17	82	26	39	87	50	108	209	509	50
nostrin	NA	265	80	173	404	183	194	80	475	497	964	694	414
cers6	NA	3	3	0	10	2	0	3	8	2	21	11	7
stk39	NA	10	3	0	5	4	1	3	5	7	23	15	14
b3galt1b	NA	0	1	0	0	0	2	1	2	1	4	4	2
xirp2b	NA	0	1	0	1	2	0	1	0	0	0	1	0
csrnp3	NA	1	4	6	3	5	0	4	8	0	14	7	7
galnt3	NA	53	84	58	129	79	60	84	145	176	411	161	232
ttc21b	NA	54	48	14	35	31	19	48	47	63	104	112	76
scn1a	NA	0	4	0	8	7	2	4	5	1	14	3	8
slc38a11	NA	3	2	0	0	1	0	2	2	0	6	15	0
cobll1b	NA	120	306	102	267	178	103	306	299	242	708	344	359
grb14	NA	83	132	23	145	42	44	132	94	129	366	228	105
fign	NA	0	0	0	0	0	2	0	2	3	1	3	5
LOC101883476	NA	0	0	0	0	0	0	0	0	0	1	0	0
LOC101883600	NA	0	0	0	0	0	0	0	0	0	0	0	1
ifih1	NA	125	290	74	205	99	96	290	270	286	475	330	273
fap	NA	32	2046	4	73	5	5	2046	7	22	186	103	10
gcgb	NA	73	196	0	72	15	7	196	3	15	145	204	29
slc4a10b	NA	1	0	1	0	1	2	0	3	11	0	3	6
tbr1b	NA	0	0	0	0	0	0	0	0	0	0	0	0
tank	NA	182	530	87	188	70	112	530	252	297	504	484	194
LOC100333618	NA	12	34	17	24	25	20	34	47	58	68	30	54
cd302	NA	336	667	217	393	227	284	667	622	738	1139	881	624
LOC100536981	NA	21	106	21	19	32	25	106	55	82	41	76	92
LOC110440051	NA	1	0	0	1	0	0	0	0	0	0	0	0
LOC103911696	NA	1	0	0	0	0	0	0	1	0	1	2	0
tanc1b	NA	104	103	126	245	74	105	103	338	282	603	294	183
LOC101884179	NA	0	1	1	0	1	2	1	1	0	1	1	0
dap1b	NA	204	88	122	140	138	59	88	308	178	443	485	299
LOC101885164	NA	131	81	72	259	208	144	81	215	400	645	284	552
nme8	NA	1	0	0	0	2	0	0	4	2	2	7	2
smarcal1	NA	72	41	12	39	21	18	41	38	50	86	195	49
march4	NA	0	0	0	0	0	0	0	0	0	0	1	0
xrcc5	NA	670	301	250	370	163	318	301	645	891	990	1821	416
tmem169b	NA	2	14	20	8	12	6	14	34	15	26	14	32
LOC110440054	NA	0	0	0	1	0	0	0	1	0	0	0	0
pfkla	NA	489	377	1139	694	790	1356	377	3114	3850	1900	1351	1988
si:ch211-45c16.2	NA	1	0	0	2	1	2	0	5	2	6	2	2
LOC101884915	NA	2	2	9	0	5	0	2	22	0	10	2	9
trpm2	NA	4	198	4	18	8	11	198	11	35	44	16	20
il1rl1	NA	3	10	7	14	5	7	10	18	20	32	5	20
LOC108191349	NA	0	0	0	0	0	0	0	0	0	1	0	0
LOC799279	NA	185	527	138	303	127	67	527	382	166	753	467	338
zmp:0000000936	NA	344	477	282	566	178	186	477	777	558	1450	973	461
LOC101884991	NA	18	14	12	7	5	1	14	20	5	25	18	8
LOC110440052	NA	0	0	0	0	0	0	0	0	0	0	0	0
sox21b	NA	0	0	0	0	0	0	0	0	0	0	0	0
dct	NA	0	0	2	3	0	0	0	2	0	4	0	0
gpc6b	NA	0	0	0	0	0	0	0	3	0	0	0	0
mir92a-2	NA	0	0	0	0	1	0	0	0	0	4	1	0
mir18b	NA	0	0	0	0	0	0	0	0	0	0	0	0
mir17a-2	NA	0	0	0	0	0	0	0	0	0	0	0	0
slitrk5b	NA	0	1	1	0	0	0	1	1	0	0	0	0
pcdh8	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-199f5.1	NA	3	0	0	0	0	0	0	0	0	0	4	2
lect1	NA	0	0	0	0	0	0	0	0	0	3	0	0
ednrbb	NA	0	2	0	0	0	0	2	0	0	0	2	1
cog3	NA	445	502	398	540	313	290	502	936	884	1290	1130	656
mid1	NA	12	56	34	15	6	11	56	84	20	38	23	31
frmpd4	NA	0	14	0	2	5	4	14	4	3	17	10	11
tlr7	NA	9	24	11	19	4	8	24	19	18	56	45	8
LOC100332583	NA	22	18	12	7	5	11	18	24	35	26	76	3
tmsb4x	NA	42872	42372	15352	31849	16951	19381	42372	41205	52429	87180	117148	44970
LOC110440055	NA	87	153	128	117	109	118	153	424	391	301	212	307
rbm27	NA	113	168	108	157	129	117	168	304	324	361	312	316
pou4f3	NA	0	0	0	0	0	0	0	0	0	0	0	0
il13	NA	61	18	10	89	15	44	18	27	91	212	162	54
rad50	NA	198	141	186	277	264	238	141	563	620	662	522	602
si:ch211-79h18.2	NA	63	7	36	59	77	9	7	67	45	121	178	194
drd1b	NA	0	3	0	1	2	0	3	4	3	4	9	3
trnal-aag_221	NA	0	0	0	0	0	0	0	0	0	0	0	0
egfl6	NA	0	1	4	18	12	0	1	7	1	47	2	19
rab9a	NA	179	131	109	258	71	97	131	326	251	612	454	192
trappc2	NA	294	331	138	353	111	131	331	371	414	820	769	338
ofd1	NA	123	93	48	98	42	50	93	86	101	204	322	95
gpm6bb	NA	33	41	16	30	24	9	41	43	24	96	90	55
glra2	NA	1	0	0	3	0	1	0	2	10	2	0	2
fancb	NA	31	28	1	12	5	11	28	7	26	36	71	6
mospd2	NA	868	921	1133	924	826	1088	921	3094	2890	2387	2277	2009
gpr143	NA	0	4	0	7	1	0	4	2	1	13	4	4
tbl1x	NA	782	733	420	392	491	395	733	1087	1038	1110	2100	1345
LOC100535716	NA	32	44	65	61	105	85	44	185	202	164	57	246
nlgn4b	NA	0	0	0	1	0	0	0	0	0	1	0	0
mxra5b	NA	3	2	0	6	0	0	2	0	6	23	15	1
arsh	NA	259	187	367	623	520	278	187	1020	689	1634	835	1274
si:ch211-39i22.1	NA	1664	2616	2377	2457	2893	4937	2616	6282	13188	6696	4384	7539
LOC101884336	NA	2	2	3	2	2	1	2	7	3	6	1	0
asmt	NA	1	2	0	0	0	0	2	4	2	7	2	2
akap17a	NA	185	230	124	128	146	143	230	255	391	336	501	350
sowahca	NA	1	1	1	1	2	0	1	1	2	4	1	4
sept10	NA	584	608	264	439	293	220	608	623	648	1145	1499	816
edar	NA	1	2	0	0	5	1	2	1	2	5	1	12
LOC100333807	NA	5	2	1	8	1	0	2	4	3	20	13	0
tbc1d8	NA	317	332	454	488	167	156	332	1143	434	1172	885	444
rpl31	NA	11464	8931	16882	11588	19140	13936	8931	43649	36651	29132	29242	49324
cnot11	NA	183	143	125	184	113	125	143	271	325	455	400	281
lcp1	NA	1657	5528	340	1464	696	812	5528	961	2279	4015	4631	1921
LOC110440053	NA	10	8	0	2	0	4	8	4	7	0	17	3
LOC101885626	NA	15	10	1	7	1	4	10	3	10	12	28	6
LOC108191351	NA	0	0	0	0	1	0	0	0	0	1	1	7
rab3gap1	NA	424	334	230	599	316	414	334	719	1216	1518	1143	825
nek5	NA	0	0	0	0	0	0	0	0	1	1	0	1
actr3	NA	2377	3193	1475	2260	1511	1853	3193	3920	5075	5996	6626	4089
gpr39	NA	2570	1113	2769	765	2506	514	1113	7522	1186	2056	7003	6858
nmi	NA	1792	1109	787	1539	685	396	1109	2070	1042	3976	5303	1819
LOC101885096	NA	92	78	48	165	75	57	78	151	151	419	250	168
LOC100148704	NA	884	528	330	988	402	314	528	917	779	2743	2468	1059
ubxn4	NA	275	234	181	279	188	209	234	546	741	683	807	505
tiprl	NA	151	115	120	165	106	126	115	298	257	448	419	294
riox2	NA	181	94	193	294	241	104	94	472	263	701	481	491
crybg3	NA	164	389	93	187	80	56	389	230	145	560	431	210
sim2_1	NA	1	0	0	0	0	0	0	2	0	0	1	0
hlcs	NA	331	180	248	260	278	196	180	698	582	629	891	635
dyrk1aa	NA	585	690	535	561	531	432	690	1412	1200	1410	1551	1273
dscr3	NA	391	450	265	337	226	254	450	707	683	864	1106	608
ttc3	NA	1619	1629	993	1175	819	966	1629	2652	2760	2919	4226	2183
pigp	NA	48	145	162	315	139	90	145	478	259	896	123	327
ripply3	NA	4	7	2	3	0	0	7	0	0	5	14	1
kcnj6	NA	27	61	10	41	28	20	61	40	41	114	93	54
kcnj15	NA	2	4	0	6	1	0	4	0	0	5	6	2
erg	NA	125	108	54	70	62	50	108	153	150	203	332	149
ets2	NA	1273	4337	640	1919	1196	661	4337	1640	1879	4970	3251	3172
psmg1	NA	643	609	267	586	383	341	609	750	883	1449	1671	899
mpzl1l	NA	251	712	190	470	195	195	712	463	484	1279	662	474
klhl35	NA	2	14	3	2	2	0	14	7	6	9	4	2
lrrc32	NA	43	240	70	126	47	65	240	183	142	239	143	136
emsy	NA	451	373	496	577	374	441	373	1249	1062	1538	1005	900
wu:fj39h09	NA	58	58	41	61	34	35	58	135	110	233	193	98
akt2l	NA	1648	588	2771	1615	2925	2052	588	7450	5612	4329	4392	7301
vaspa	NA	473	774	166	337	271	340	774	440	912	953	1381	670
zgc:171929	NA	0	0	1	0	0	1	0	1	0	0	0	0
dmpk	NA	212	53	286	147	398	216	53	857	633	329	601	1060
si:ch1073-303d10.1	NA	1	0	1	0	0	0	0	1	2	1	4	5
LOC101883852	NA	1	2	0	0	0	0	2	3	0	7	2	3
dact3a	NA	24	57	19	46	7	11	57	28	33	102	90	19
LOC569920	NA	81	149	97	92	54	49	149	275	128	274	219	164
zdhhc8a	NA	33	38	0	3	3	0	38	2	0	19	78	2
arvcfa	NA	4	15	58	21	188	2	15	200	11	57	10	440
LOC110440081	NA	0	0	0	0	0	0	0	1	0	0	0	1
LOC108191543	NA	0	0	0	0	0	0	0	0	0	0	0	1
npffr1l3	NA	1	1	0	0	0	0	1	2	1	3	0	1
LOC101884200	NA	0	0	0	0	0	1	0	0	4	2	1	0
smad4a	NA	221	269	205	246	220	251	269	622	656	609	569	503
rfx3	NA	31	39	33	65	34	21	39	109	70	128	97	59
glis3	NA	1	9	0	5	0	0	9	1	0	9	4	1
unc5c	NA	15	26	31	27	21	6	26	76	34	64	34	47
bmpr1bb	NA	56	16	45	50	27	14	16	111	47	129	166	66
pdlim5b	NA	704	739	303	480	279	312	739	716	910	1352	1877	748
opn4xa	NA	0	0	0	0	0	0	0	1	0	0	0	0
gdnfa	NA	16	13	44	18	28	21	13	118	63	67	41	47
wdr70	NA	174	123	96	218	90	132	123	297	284	538	445	274
si:ch73-209l12.1	NA	140	38	45	83	42	89	38	109	217	210	387	133
ora5	NA	0	0	0	0	0	0	0	0	0	0	0	0
nup155	NA	509	442	363	472	378	317	442	975	909	1315	1375	931
sgsm1b	NA	2	7	3	3	5	5	7	14	13	10	4	16
triap1	NA	103	57	112	73	90	72	57	329	181	217	278	252
srsf9	NA	561	402	380	531	306	294	402	1101	886	1525	1663	965
si:ch73-46j18.5	NA	94	88	68	150	67	55	88	184	130	368	254	189
gal3st1b	NA	2	10	0	2	7	0	10	0	6	1	1	11
epb41l4a	NA	52	125	28	67	48	17	125	82	50	135	139	122
apc	NA	395	466	543	637	433	429	466	1319	1154	1725	1161	1077
c3ar1	NA	12	33	2	16	2	2	33	3	10	30	34	4
tdgf1	NA	3	0	1	1	0	0	0	0	0	1	4	1
LOC100535760	NA	0	0	0	0	0	0	0	0	0	1	0	0
LOC101884606	NA	0	3	0	0	0	3	3	0	8	1	0	1
cntnap3	NA	2	1	0	9	0	2	1	1	6	17	0	1
LOC557306	NA	16	66	25	24	59	42	66	84	99	53	48	152
zmp:0000001301	NA	2	2	1	1	3	0	2	5	0	3	2	5
spin1	NA	33	48	41	61	47	49	48	120	101	156	85	98
nxnl2	NA	86	28	44	62	31	28	28	101	104	158	194	60
wu:fb59d01	NA	6537	2818	3988	4202	3150	3107	2818	11229	9098	11497	18505	9007
LOC556989	NA	1186	898	580	1197	356	691	898	1504	1993	3023	3294	997
ccl27b	NA	1	1	0	1	0	0	1	1	1	4	0	1
pdxp	NA	42	28	48	59	60	48	28	113	113	149	135	139
setd9	NA	22	12	14	31	11	9	12	27	22	60	64	18
mier3a	NA	194	231	157	234	155	135	231	334	320	545	491	419
grk5	NA	3	0	0	4	0	0	0	0	0	5	5	0
ash2l	NA	531	384	303	446	319	292	384	769	836	1061	1449	824
pnx	NA	0	1	0	0	0	0	1	0	0	0	0	1
aebp1	NA	263	218	88	266	80	57	218	249	184	643	688	277
ykt6	NA	278	366	162	298	168	128	366	499	348	697	765	428
ddx56	NA	143	262	175	179	207	184	262	429	445	532	383	511
ccar2	NA	149	115	118	151	92	100	115	256	321	343	344	229
erap1a	NA	481	452	222	488	268	230	452	593	655	1368	1325	699
oclna	NA	1482	974	1501	1571	852	1221	974	3897	3349	4006	3873	1952
marveld2a	NA	389	224	222	429	185	261	224	758	780	1114	1038	425
zfyve16	NA	233	515	183	288	135	186	515	466	446	733	565	375
ankrd34ba	NA	0	0	0	0	0	1	0	1	2	2	1	1
rasgrf2a	NA	8	8	9	22	3	2	8	19	5	45	9	10
ckmt2a	NA	0	0	0	0	0	0	0	0	0	0	1	0
ube2l3a	NA	122	331	19	0	52	60	331	62	285	3	556	158
hic2	NA	55	96	156	98	69	91	96	459	199	235	151	167
pi4kaa	NA	208	531	213	361	200	203	531	571	535	971	583	426
slc25a1b	NA	463	619	441	677	580	620	619	1227	1778	1711	1301	1615
zgc:56235	NA	38	84	177	85	196	210	83	459	536	207	104	434
tor4aa	NA	7	23	19	15	14	23	23	48	82	27	31	48
brap	NA	118	159	57	149	55	56	159	169	199	354	348	136
naa25	NA	289	356	270	357	351	235	356	766	663	929	767	859
ddx55	NA	119	164	99	114	93	95	164	229	259	336	287	237
tmed2	NA	2719	2368	1370	2327	1336	1451	2368	3606	3787	6083	7127	3466
ptpn11a	NA	350	495	332	467	374	328	495	858	848	1138	923	986
rph3aa	NA	0	0	1	0	0	0	0	0	1	5	0	1
zgc:123275	NA	8	13	5	4	3	3	13	7	5	27	10	4
ttc28	NA	63	97	76	72	61	68	97	196	151	185	202	197
LOC101886896	NA	0	1	3	2	11	209	1	7	571	10	4	22
pitpnb	NA	356	626	323	491	305	370	626	813	960	1275	896	828
mn1a	NA	10	7	14	6	9	7	7	33	9	15	39	25
plppr1	NA	11	19	12	9	11	6	19	26	20	39	43	38
grin3a	NA	0	0	0	3	0	2	0	0	3	3	3	1
LOC795887	NA	1023	3369	56	2009	53	313	3370	115	856	5673	2675	119
mir430a-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
plk2a	NA	176	400	164	416	100	47	400	401	148	980	409	233
LOC103911707	NA	0	0	0	0	0	0	0	0	0	0	0	0
palm2	NA	2	17	10	14	6	8	17	22	13	22	17	15
zmp:0000000722	NA	111	417	67	96	82	98	417	207	280	254	279	238
LOC100002406	NA	15	274	3	29	11	14	274	10	37	87	59	20
snx30	NA	55	140	58	49	55	36	140	179	114	134	147	133
si:ch73-234b20.4	NA	0	0	0	0	0	0	0	0	0	0	0	0
lyrm7	NA	3	0	0	0	0	1	0	0	0	0	1	0
mat2al	NA	3	0	0	4	4	9	0	3	8	0	1	1
si:ch73-234b20.5	NA	458	169	11	33	43	112	169	16	271	66	1333	147
hnrnpd	NA	15	12	16	17	16	9	12	27	14	54	34	36
hnrpdl	NA	227	159	12	11	39	53	159	23	153	31	521	120
enoph1	NA	11	9	7	11	4	7	9	13	13	18	31	8
tmem150c	NA	9	20	3	12	2	2	20	1	18	15	18	4
carm1l	NA	0	0	0	0	0	0	0	0	1	0	0	0
sec31a	NA	43	60	38	54	81	41	60	94	119	166	116	185
zgc:113274	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438839	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438840	NA	0	0	0	0	0	0	0	0	0	0	0	0
cdc42se2	NA	2	1	3	3	1	1	1	3	1	6	11	1
sptlc1	NA	244	118	181	240	108	192	118	428	458	592	629	347
ror2	NA	0	1	0	1	1	0	1	0	0	0	0	0
LOC103911709	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103911708	NA	0	0	0	0	0	0	0	0	0	0	0	0
nfil3	NA	5	6	2	4	2	2	6	0	0	1	0	0
auh	NA	319	203	278	289	320	293	203	777	869	779	872	803
syk	NA	280	1417	127	417	162	323	1417	324	848	965	626	420
diras2	NA	0	1	0	2	0	0	1	3	1	4	0	5
pdzph1	NA	0	0	0	1	0	0	0	0	0	0	1	0
st8sia4	NA	56	88	53	39	46	51	88	131	157	105	158	124
pam	NA	1449	3504	768	1907	855	1248	3504	2078	3265	4990	3918	2192
il6st	NA	319	972	106	535	82	121	972	292	284	1377	868	260
ankrd55	NA	1	0	3	2	1	3	0	5	11	5	6	1
LOC103908726	NA	0	0	0	0	0	0	0	0	0	0	0	0
map3k1	NA	363	410	526	533	381	443	410	1399	1281	1388	946	958
hmgcs1	NA	3736	8710	172	8792	195	176	8710	532	483	23550	10434	489
LOC100334422	NA	0	2	0	0	0	0	2	0	0	0	0	0
LOC110440061	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103911713	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108191530	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101883222	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100003556	NA	0	1	0	0	0	0	1	0	1	0	0	0
tln1	NA	1534	2964	753	1304	855	1049	2964	2013	2991	3420	4056	2254
tpm2	NA	9933	2302	4266	8380	5315	3657	2302	11187	9708	21929	26348	13197
zgc:114200	NA	192	206	312	294	171	313	206	898	834	758	535	399
ca9	NA	67	149	353	110	151	148	149	963	356	247	165	340
dcp2	NA	317	406	291	409	193	288	406	742	683	1056	906	414
reep5	NA	465	2003	280	698	304	261	2003	669	625	1909	1349	903
chd1	NA	357	536	332	373	320	289	536	911	811	986	967	880
LOC103911715	NA	18	14	22	31	14	24	14	53	63	36	60	35
LOC108191531	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103911717	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100536098	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108191533	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-57m13.9	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110440082	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:194281	NA	1	6	4	6	5	5	6	9	8	17	3	7
ppip5k2	NA	278	311	176	361	211	160	311	424	460	999	642	539
ddx4	NA	0	0	0	0	0	0	0	1	0	0	0	0
slc38a9	NA	123	105	67	147	50	56	105	177	155	441	297	97
sh2d4a	NA	531	140	210	760	249	253	140	586	740	2171	1513	724
psd3l	NA	506	844	201	551	241	198	844	527	483	1389	1271	633
fut10	NA	19	13	32	30	23	26	13	90	66	95	58	75
nrg1	NA	88	322	156	217	83	94	322	353	312	580	290	238
wrn	NA	13	0	13	7	6	19	0	40	41	6	27	19
purg	NA	0	0	0	0	0	0	0	0	1	0	0	0
tex15	NA	1	5	0	0	0	0	5	1	0	5	3	0
ppp2cb	NA	14	16	13	15	7	8	16	10	8	6	12	6
ubxn8	NA	5	0	2	5	1	2	0	6	2	24	9	3
hint1	NA	8	7	2	7	3	4	7	1	0	1	6	2
pcyox1	NA	255	315	539	435	499	432	315	1358	1107	1263	708	1214
fam136a	NA	62	64	33	60	51	63	64	112	137	124	154	112
gmcl1	NA	133	121	116	168	78	127	121	286	337	414	401	223
ggcx	NA	377	391	180	649	233	201	391	494	527	1730	1023	550
snx24	NA	27	47	10	76	20	16	47	37	39	140	87	37
loxa	NA	67	267	8	60	16	13	267	20	44	158	187	37
mpx	NA	146573	4023	23	125968	32	75	4023	80	210	335443	395897	91
sftpba	NA	17	23	13	54	12	8	23	29	38	165	27	28
mat2aa	NA	2174	3832	1316	2669	1359	840	3832	3474	2431	7377	5924	3556
LOC569568	NA	0	0	1	0	1	0	0	5	3	2	2	5
smtna	NA	0	0	0	0	0	0	0	0	0	0	0	0
slc35e4	NA	0	1	0	1	0	0	1	0	0	0	1	1
osbp2	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110440083	NA	0	0	0	0	0	0	0	0	0	0	0	0
ewsr1a	NA	17	12	2	9	3	4	12	6	3	18	35	6
atp6v0a2a	NA	0	0	0	0	0	0	0	0	0	1	0	0
nfkbil1	NA	38	41	32	54	34	57	41	92	130	111	136	98
zgc:136254	NA	0	0	0	267	24	0	0	0	0	525	0	43
zgc:158494	NA	7	0	0	1984	60	0	0	2	1	2960	11	358
si:ch211-251f6.6	NA	4	0	0	415	30	4	0	0	11	1261	4	82
zgc:173443	NA	3	0	0	2370	168	0	0	1	1	6505	13	435
sub1a	NA	970	367	316	498	426	528	367	765	1319	1352	2537	1077
pstpip2	NA	109	1202	67	150	48	82	1202	179	209	375	307	135
mcidas	NA	3	79	3	7	3	3	79	16	2	14	11	3
dhx29	NA	229	163	142	158	169	183	163	383	517	478	587	400
skiv2l2	NA	376	361	338	431	342	333	361	924	969	1074	1046	950
plpp1a	NA	1111	1412	1743	1287	1679	1154	1412	4632	2910	3311	2978	4152
csgalnact1a	NA	17	27	9	28	20	18	27	25	44	52	55	33
hvcn1	NA	38	109	24	114	17	7	109	63	28	282	84	49
tctn1	NA	27	18	15	29	10	7	18	40	20	73	60	28
pptc7b	NA	218	578	152	182	214	158	578	427	434	479	615	497
LOC101882781	NA	16	77	4	11	6	3	77	19	5	25	28	8
LOC103911722	NA	7	9	1	2	2	3	9	1	0	4	8	4
si:ch211-193e13.5	NA	54	1593	28	175	39	20	1593	50	48	402	136	97
tbc1d10ab	NA	70	41	141	84	100	85	41	393	247	223	174	287
