isoform	gene	length
transcript:AT2G46920.1	AT2G46920	3583
transcript:AT2G46920.2	AT2G46920	3683
transcript:AT2G46920.4	AT2G46920	3415
transcript:AT2G46920.3	AT2G46920	3474
transcript:AT2G46930.1	AT2G46930	1730
transcript:AT2G46940.1	AT2G46940	1068
transcript:AT2G09765.1	AT2G09765	236
transcript:AT2G46950.1	AT2G46950	2189
transcript:AT2G46950.2	AT2G46950	2270
transcript:AT2G46960.1	AT2G46960	2082
transcript:AT2G46960.2	AT2G46960	1983
transcript:AT2G46970.1	AT2G46970	1617
transcript:AT2G46970.2	AT2G46970	1421
transcript:AT2G46970.3	AT2G46970	1328
transcript:AT2G46980.2	AT2G46980	3073
transcript:AT2G46980.4	AT2G46980	3549
transcript:AT2G46980.5	AT2G46980	3255
transcript:AT2G46980.6	AT2G46980	3077
transcript:AT2G46980.3	AT2G46980	2773
transcript:AT2G46980.1	AT2G46980	1593
transcript:AT2G09770.1	AT2G09770	268
transcript:AT2G46990.1	AT2G46990	877
transcript:AT2G46990.2	AT2G46990	988
transcript:AT2G46995.1	AT2G46995	280
transcript:AT2G47000.5	AT2G47000	4283
transcript:AT2G47000.1	AT2G47000	4488
transcript:AT2G47000.2	AT2G47000	4583
transcript:AT2G47000.3	AT2G47000	4573
transcript:AT2G47000.4	AT2G47000	4571
transcript:AT2G47000.6	AT2G47000	4464
transcript:AT2G47000.7	AT2G47000	4329
transcript:AT2G09775.1	AT2G09775	210
transcript:AT2G09780.1	AT2G09780	207
transcript:AT2G47010.3	AT2G47010	2060
transcript:AT2G47010.1	AT2G47010	1979
transcript:AT2G47010.2	AT2G47010	1904
transcript:AT2G47020.1	AT2G47020	1814
transcript:AT2G47020.4	AT2G47020	1403
transcript:AT2G47020.3	AT2G47020	1507
transcript:AT2G47020.5	AT2G47020	1150
transcript:AT2G47020.2	AT2G47020	1044
transcript:at2g47015	AT2G47015	218
transcript:ENSRNA049757897-T1	ENSRNA049757897	218
transcript:AT2G47030.1	AT2G47030	2264
transcript:AT2G47040.1	AT2G47040	2258
transcript:AT2G47050.1	AT2G47050	1115
transcript:AT2G47060.1	AT2G47060	1675
transcript:AT2G47060.6	AT2G47060	1772
transcript:AT2G47060.2	AT2G47060	1454
transcript:AT2G47060.3	AT2G47060	1385
transcript:AT2G47060.4	AT2G47060	1500
transcript:AT2G47060.5	AT2G47060	1520
transcript:AT2G47070.1	AT2G47070	3454
transcript:AT2G47070.2	AT2G47070	3093
transcript:AT2G47090.1	AT2G47090	2566
transcript:AT2G47090.2	AT2G47090	2469
transcript:AT2G47090.3	AT2G47090	2517
transcript:AT2G47090.4	AT2G47090	2457
transcript:AT2G47090.5	AT2G47090	2406
transcript:AT2G47100.1	AT2G47100	73
transcript:ENSRNA049492394-T1	ENSRNA049492394	73
transcript:AT2G47110.1	AT2G47110	711
transcript:AT2G47110.2	AT2G47110	659
transcript:AT2G09785.1	AT2G09785	168
transcript:AT2G47115.1	AT2G47115	986
transcript:AT2G47120.2	AT2G47120	1039
transcript:AT2G47120.1	AT2G47120	792
transcript:AT2G47130.1	AT2G47130	1222
transcript:AT2G47140.1	AT2G47140	1101
transcript:AT2G47150.1	AT2G47150	603
transcript:AT2G47160.1	AT2G47160	2976
transcript:AT2G47160.2	AT2G47160	2827
transcript:AT2G47170.1	AT2G47170	1063
transcript:AT2G47170.2	AT2G47170	1078
transcript:AT2G47170.3	AT2G47170	966
transcript:AT2G09805.1	AT2G09805	517
transcript:AT2G09815.1	AT2G09815	115
transcript:AT2G47180.1	AT2G47180	1392
transcript:AT2G09825.1	AT2G09825	352
transcript:AT2G47190.1	AT2G47190	1367
transcript:AT2G47200.1	AT2G47200	757
transcript:AT2G47210.2	AT2G47210	2455
transcript:AT2G47210.1	AT2G47210	2158
transcript:AT2G47210.3	AT2G47210	1911
transcript:AT2G09835.1	AT2G09835	208
transcript:AT2G47220.1	AT2G47220	2062
transcript:AT2G47230.1	AT2G47230	2487
transcript:AT2G47230.2	AT2G47230	2459
transcript:AT2G47240.1	AT2G47240	2544
transcript:AT2G47240.2	AT2G47240	2679
transcript:AT2G47240.3	AT2G47240	2305
transcript:AT2G47240.4	AT2G47240	2083
transcript:AT2G47245.1	AT2G47245	618
transcript:AT2G47250.1	AT2G47250	2528
transcript:AT2G47260.1	AT2G47260	1909
transcript:AT2G47270.1	AT2G47270	899
transcript:at2g47275	AT2G47275	135
transcript:ENSRNA049757899-T1	ENSRNA049757899	135
transcript:AT2G09845.1	AT2G09845	224
transcript:AT2G47280.1	AT2G47280	1167
transcript:AT2G47300.2	AT2G47300	2936
transcript:AT2G47300.4	AT2G47300	3025
transcript:AT2G47300.3	AT2G47300	2910
transcript:AT2G09875.1	AT2G09875	349
transcript:AT2G47310.1	AT2G47310	2080
transcript:AT2G47320.1	AT2G47320	900
transcript:AT2G47330.1	AT2G47330	2673
transcript:AT2G47340.1	AT2G47340	1010
transcript:AT2G47350.1	AT2G47350	2536
transcript:AT2G47350.2	AT2G47350	2179
transcript:AT2G47360.1	AT2G47360	1273
transcript:AT2G47370.2	AT2G47370	1326
transcript:AT2G47370.1	AT2G47370	1378
transcript:AT2G47380.1	AT2G47380	454
transcript:AT2G47380.2	AT2G47380	740
transcript:AT2G09885.1	AT2G09885	91
transcript:AT2G47390.1	AT2G47390	3284
transcript:AT2G09895.1	AT2G09895	271
transcript:AT2G47400.1	AT2G47400	913
transcript:AT2G47410.2	AT2G47410	5415
transcript:AT2G47410.3	AT2G47410	5703
transcript:AT2G47410.4	AT2G47410	5673
transcript:AT2G47410.1	AT2G47410	5259
transcript:AT2G47410.5	AT2G47410	5289
transcript:AT2G47410.6	AT2G47410	4751
transcript:AT2G47420.1	AT2G47420	1409
transcript:AT2G47430.1	AT2G47430	3677
transcript:AT2G47440.2	AT2G47440	2235
transcript:AT2G47440.1	AT2G47440	2227
transcript:AT2G47450.1	AT2G47450	1815
transcript:AT2G47460.1	AT2G47460	1583
transcript:AT2G47470.1	AT2G47470	1667
transcript:AT2G47470.2	AT2G47470	1506
transcript:AT2G47470.3	AT2G47470	1499
transcript:AT2G47470.4	AT2G47470	1423
transcript:AT2G47480.1	AT2G47480	792
transcript:AT2G09905.1	AT2G09905	335
transcript:AT2G47485.1	AT2G47485	1025
transcript:AT2G47490.1	AT2G47490	2067
transcript:AT2G09915.1	AT2G09915	461
transcript:AT2G47500.1	AT2G47500	3639
transcript:AT2G47500.2	AT2G47500	3689
transcript:AT2G47510.1	AT2G47510	2231
transcript:AT2G47510.2	AT2G47510	2219
transcript:AT2G47510.3	AT2G47510	2020
transcript:AT2G47520.1	AT2G47520	843
transcript:AT2G47530.1	AT2G47530	800
transcript:AT2G47540.1	AT2G47540	773
transcript:AT2G47550.1	AT2G47550	1966
transcript:AT2G09925.1	AT2G09925	285
transcript:AT2G47560.1	AT2G47560	1012
transcript:AT2G09935.1	AT2G09935	239
transcript:AT2G47570.1	AT2G47570	695
transcript:AT2G47580.1	AT2G47580	1022
transcript:AT2G09945.1	AT2G09945	226
transcript:at2g47585	AT2G47585	113
transcript:ENSRNA049757900-T1	ENSRNA049757900	113
transcript:AT2G47590.1	AT2G47590	1821
transcript:AT2G47600.1	AT2G47600	2357
transcript:AT2G47610.1	AT2G47610	1161
transcript:AT2G47620.2	AT2G47620	1926
transcript:AT2G47620.1	AT2G47620	1846
transcript:AT2G47630.1	AT2G47630	1383
transcript:AT2G47630.2	AT2G47630	1435
transcript:AT2G47630.3	AT2G47630	1510
transcript:AT2G47640.3	AT2G47640	930
transcript:AT2G47640.1	AT2G47640	844
transcript:AT2G47640.2	AT2G47640	841
transcript:AT2G47640.4	AT2G47640	643
transcript:AT2G47650.1	AT2G47650	1695
transcript:AT2G47650.2	AT2G47650	1600
transcript:AT2G47670.1	AT2G47670	990
transcript:AT2G47680.1	AT2G47680	3520
transcript:AT2G47690.1	AT2G47690	731
transcript:AT2G47690.2	AT2G47690	667
transcript:AT2G47690.3	AT2G47690	1003
transcript:AT2G47700.2	AT2G47700	1581
transcript:AT2G47700.1	AT2G47700	1565
transcript:AT2G47710.1	AT2G47710	980
transcript:AT2G47730.1	AT2G47730	1739
transcript:AT2G47730.2	AT2G47730	1748
transcript:AT2G47720.1	AT2G47720	219
transcript:AT2G47740.1	AT2G47740	71
transcript:ENSRNA049492395-T1	ENSRNA049492395	71
transcript:AT2G47750.1	AT2G47750	2924
transcript:AT2G09955.1	AT2G09955	368
transcript:AT2G47760.1	AT2G47760	1616
transcript:AT2G47760.4	AT2G47760	1652
transcript:AT2G47760.2	AT2G47760	1548
transcript:AT2G47760.3	AT2G47760	1555
transcript:AT2G47760.5	AT2G47760	1672
transcript:AT2G09965.1	AT2G09965	203
transcript:AT2G47770.1	AT2G47770	1044
transcript:AT2G47780.1	AT2G47780	914
transcript:AT2G47790.1	AT2G47790	1398
transcript:AT2G47800.1	AT2G47800	5061
transcript:AT2G47810.1	AT2G47810	961
transcript:AT2G47820.2	AT2G47820	2793
transcript:AT2G47820.1	AT2G47820	2968
transcript:AT2G47830.2	AT2G47830	1365
transcript:AT2G47830.1	AT2G47830	1688
transcript:AT2G47840.1	AT2G47840	815
transcript:AT2G47844.1	AT2G47844	361
transcript:AT2G47850.1	AT2G47850	2376
transcript:AT2G47850.2	AT2G47850	2298
transcript:AT2G47850.4	AT2G47850	2705
transcript:AT2G47850.3	AT2G47850	2059
transcript:AT2G47860.1	AT2G47860	2398
transcript:AT2G47860.2	AT2G47860	2530
transcript:AT2G47860.4	AT2G47860	2495
transcript:AT2G47860.5	AT2G47860	2488
transcript:AT2G47860.6	AT2G47860	2493
transcript:AT2G47860.3	AT2G47860	2192
transcript:AT2G47870.1	AT2G47870	733
transcript:AT2G47880.1	AT2G47880	675
transcript:AT2G47885.1	AT2G47885	243
transcript:AT2G47890.2	AT2G47890	1461
transcript:AT2G47890.3	AT2G47890	1701
transcript:AT2G47890.1	AT2G47890	2059
transcript:AT2G47895.1	AT2G47895	720
transcript:AT2G47900.3	AT2G47900	1963
transcript:AT2G47900.2	AT2G47900	1628
transcript:AT2G47900.1	AT2G47900	2033
transcript:AT2G47910.2	AT2G47910	1206
transcript:AT2G47910.1	AT2G47910	1035
transcript:AT2G47920.1	AT2G47920	932
transcript:AT2G47920.2	AT2G47920	1047
transcript:AT2G47930.1	AT2G47930	707
transcript:AT2G47935.1	AT2G47935	875
transcript:AT2G47940.2	AT2G47940	2294
transcript:AT2G47940.1	AT2G47940	2347
transcript:AT2G47950.2	AT2G47950	901
transcript:AT2G47950.1	AT2G47950	633
transcript:AT2G47960.1	AT2G47960	1815
transcript:AT2G47970.1	AT2G47970	1765
transcript:AT2G47970.2	AT2G47970	1665
transcript:AT2G47980.1	AT2G47980	3696
transcript:AT2G47990.1	AT2G47990	1812
transcript:AT2G09975.1	AT2G09975	556
transcript:AT2G48000.1	AT2G48000	2123
transcript:AT2G48010.1	AT2G48010	2549
transcript:AT2G48020.1	AT2G48020	2028
transcript:AT2G48020.2	AT2G48020	2167
transcript:AT2G48020.3	AT2G48020	2181
transcript:AT2G48020.4	AT2G48020	2180
transcript:AT2G48030.1	AT2G48030	1927
transcript:AT2G48030.2	AT2G48030	2068
transcript:AT2G48060.2	AT2G48060	8247
transcript:AT2G48060.1	AT2G48060	7984
transcript:AT2G48060.3	AT2G48060	8140
transcript:AT2G48070.1	AT2G48070	1011
transcript:AT2G48070.3	AT2G48070	781
transcript:AT2G48070.2	AT2G48070	949
transcript:AT2G48075.1	AT2G48075	852
transcript:AT2G48080.1	AT2G48080	1619
transcript:AT2G48090.2	AT2G48090	1266
transcript:AT2G48090.1	AT2G48090	725
transcript:AT2G48100.1	AT2G48100	1862
transcript:AT2G48100.5	AT2G48100	2416
transcript:AT2G48100.6	AT2G48100	2347
transcript:AT2G48100.3	AT2G48100	1878
transcript:AT2G48100.4	AT2G48100	1808
transcript:AT2G48100.7	AT2G48100	1706
transcript:AT2G48100.8	AT2G48100	1678
transcript:AT2G48100.2	AT2G48100	1686
transcript:AT2G48110.1	AT2G48110	4122
transcript:AT2G48120.1	AT2G48120	1277
transcript:AT2G48120.2	AT2G48120	1259
transcript:AT2G48121.1	AT2G48121	333
transcript:AT2G48121.2	AT2G48121	494
transcript:AT2G48130.2	AT2G48130	2676
transcript:AT2G48130.3	AT2G48130	2457
transcript:AT2G48130.1	AT2G48130	2982
transcript:AT2G48130.4	AT2G48130	3385
transcript:AT2G48130.5	AT2G48130	3074
transcript:AT2G48130.6	AT2G48130	2457
transcript:AT2G48140.1	AT2G48140	932
transcript:AT2G48140.2	AT2G48140	851
transcript:at2g09995	AT2G09995	83
transcript:ENSRNA049757901-T1	ENSRNA049757901	83
transcript:AT2G48150.1	AT2G48150	921
transcript:AT2G48150.2	AT2G48150	1021
transcript:AT2G48160.1	AT2G48160	4798
transcript:AT2G48160.2	AT2G48160	4945
transcript:AT3G01015.1	AT3G01015	1798
transcript:AT3G01010.1	AT3G01010	477
transcript:AT3G01020.1	AT3G01020	783
transcript:AT3G01030.1	AT3G01030	1116
transcript:AT3G01040.2	AT3G01040	2635
transcript:AT3G01040.3	AT3G01040	2815
transcript:AT3G01040.1	AT3G01040	2422
transcript:AT3G01050.2	AT3G01050	1015
transcript:AT3G01050.1	AT3G01050	1106
transcript:AT3G01050.3	AT3G01050	1238
transcript:AT3G01050.4	AT3G01050	1185
transcript:AT3G01050.5	AT3G01050	908
transcript:AT3G00970.1	AT3G00970	251
transcript:AT3G01060.1	AT3G01060	1695
transcript:AT3G01060.2	AT3G01060	1563
transcript:AT3G01060.3	AT3G01060	1589
transcript:AT3G01070.1	AT3G01070	1116
transcript:AT3G01080.2	AT3G01080	1801
transcript:AT3G01080.3	AT3G01080	1739
transcript:AT3G01080.1	AT3G01080	1464
transcript:AT3G01085.1	AT3G01085	2186
transcript:AT3G01085.2	AT3G01085	2468
transcript:AT3G01085.3	AT3G01085	2312
transcript:AT3G01090.3	AT3G01090	1986
transcript:AT3G01090.1	AT3G01090	2084
transcript:AT3G01090.2	AT3G01090	2208
transcript:AT3G01100.1	AT3G01100	2753
transcript:AT3G01100.2	AT3G01100	3049
transcript:AT3G01100.3	AT3G01100	2691
transcript:AT3G01100.4	AT3G01100	2766
transcript:AT3G01120.1	AT3G01120	2461
transcript:AT3G01130.2	AT3G01130	706
transcript:AT3G01130.8	AT3G01130	893
transcript:AT3G01130.1	AT3G01130	793
transcript:AT3G01130.5	AT3G01130	1244
transcript:AT3G01130.6	AT3G01130	1241
transcript:AT3G01130.3	AT3G01130	1566
transcript:AT3G01130.4	AT3G01130	1527
transcript:AT3G01130.7	AT3G01130	1118
transcript:AT3G01140.2	AT3G01140	1327
transcript:AT3G01140.1	AT3G01140	1543
transcript:AT3G01142.1	AT3G01142	1579
transcript:AT3G00975.1	AT3G00975	212
transcript:AT3G01150.1	AT3G01150	1636
transcript:AT3G01150.2	AT3G01150	1738
transcript:AT3G01150.3	AT3G01150	1589
transcript:AT3G01150.4	AT3G01150	1636
transcript:AT3G01160.1	AT3G01160	2365
transcript:AT3G01170.1	AT3G01170	1380
transcript:AT3G01170.2	AT3G01170	1201
transcript:AT3G01175.1	AT3G01175	1884
transcript:AT3G01180.1	AT3G01180	3023
transcript:AT3G01185.1	AT3G01185	830
transcript:AT3G01190.1	AT3G01190	1358
transcript:AT3G01200.1	AT3G01200	1506
transcript:AT3G01202.1	AT3G01202	1248
transcript:AT3G01210.1	AT3G01210	1289
transcript:AT3G01210.2	AT3G01210	982
transcript:AT3G01220.1	AT3G01220	1397
transcript:AT3G01230.1	AT3G01230	781
transcript:AT3G01240.1	AT3G01240	943
transcript:AT3G01250.1	AT3G01250	877
transcript:AT3G01260.1	AT3G01260	1699
transcript:AT3G01270.1	AT3G01270	1920
transcript:AT3G01280.1	AT3G01280	1492
transcript:AT3G01290.1	AT3G01290	1663
transcript:AT3G01300.1	AT3G01300	2147
transcript:AT3G01310.1	AT3G01310	3736
transcript:AT3G01310.2	AT3G01310	3718
transcript:AT3G01310.3	AT3G01310	3807
transcript:AT3G01311.2	AT3G01311	1137
transcript:AT3G01311.1	AT3G01311	931
transcript:ENSRNA049495670-T1	ENSRNA049495670	92
transcript:AT3G01313.1	AT3G01313	83
transcript:AT3G01316.1	AT3G01316	75
transcript:AT3G00980.1	AT3G00980	184
transcript:AT3G00985.1	AT3G00985	80
transcript:ENSRNA049495685-T1	ENSRNA049495685	78
transcript:AT3G01320.1	AT3G01320	5037
transcript:AT3G01320.2	AT3G01320	4872
transcript:AT3G01319.1	AT3G01319	141
transcript:AT3G01322.1	AT3G01322	345
transcript:AT3G01326.1	AT3G01326	507
transcript:AT3G01327.1	AT3G01327	343
transcript:AT3G01328.1	AT3G01328	413
transcript:AT3G01329.1	AT3G01329	330
transcript:AT3G01331.1	AT3G01331	465
transcript:AT3G01323.1	AT3G01323	447
transcript:AT3G01324.1	AT3G01324	363
transcript:AT3G01325.1	AT3G01325	373
transcript:AT3G01330.1	AT3G01330	1413
transcript:AT3G01340.1	AT3G01340	1284
transcript:AT3G01340.2	AT3G01340	1223
transcript:AT3G01345.1	AT3G01345	1612
transcript:AT3G00995.1	AT3G00995	370
transcript:AT3G01350.1	AT3G01350	1791
transcript:AT3G01360.1	AT3G01360	1910
transcript:AT3G01360.2	AT3G01360	1206
transcript:AT3G01005.1	AT3G01005	188
transcript:AT3G01370.1	AT3G01370	3363
transcript:AT3G01380.1	AT3G01380	3408
transcript:AT3G01380.2	AT3G01380	3466
transcript:AT3G01390.3	AT3G01390	1196
transcript:AT3G01390.4	AT3G01390	1066
transcript:AT3G01390.1	AT3G01390	770
transcript:AT3G01390.2	AT3G01390	1172
transcript:AT3G01400.1	AT3G01400	1539
transcript:AT3G01410.1	AT3G01410	1410
transcript:AT3G01410.2	AT3G01410	1290
transcript:AT3G01415.1	AT3G01415	705
transcript:AT3G01025.1	AT3G01025	244
transcript:AT3G01420.1	AT3G01420	2338
transcript:AT3G01430.1	AT3G01430	1151
transcript:AT3G01435.1	AT3G01435	916
transcript:AT3G01435.2	AT3G01435	1012
transcript:AT3G01435.3	AT3G01435	636
transcript:AT3G01435.4	AT3G01435	675
transcript:AT3G01440.1	AT3G01440	988
transcript:AT3G01450.1	AT3G01450	1488
transcript:AT3G01450.2	AT3G01450	1680
transcript:AT3G01460.1	AT3G01460	7073
transcript:AT3G01470.1	AT3G01470	1440
transcript:AT3G01035.1	AT3G01035	345
transcript:AT3G01475.1	AT3G01475	315
transcript:AT3G01480.1	AT3G01480	1780
transcript:AT3G01480.2	AT3G01480	1762
transcript:AT3G01490.1	AT3G01490	1963
transcript:AT3G01490.2	AT3G01490	1874
transcript:AT3G01500.2	AT3G01500	1758
transcript:AT3G01500.4	AT3G01500	1971
transcript:AT3G01500.1	AT3G01500	1272
transcript:AT3G01500.3	AT3G01500	2251
transcript:AT3G01510.1	AT3G01510	2369
transcript:AT3G01510.2	AT3G01510	1710
transcript:AT3G01510.3	AT3G01510	2108
transcript:AT3G01513.1	AT3G01513	868
transcript:AT3G01516.1	AT3G01516	1243
transcript:AT3G01516.2	AT3G01516	1591
transcript:AT3G01520.1	AT3G01520	1024
transcript:AT3G01530.1	AT3G01530	1507
transcript:AT3G01540.4	AT3G01540	2289
transcript:AT3G01540.2	AT3G01540	2540
transcript:AT3G01540.1	AT3G01540	2507
transcript:AT3G01540.3	AT3G01540	2387
transcript:AT3G01550.1	AT3G01550	1574
transcript:AT3G01550.2	AT3G01550	1525
transcript:AT3G01560.2	AT3G01560	2187
transcript:AT3G01560.1	AT3G01560	2120
transcript:AT3G01570.1	AT3G01570	814
transcript:AT3G01572.1	AT3G01572	114
transcript:AT3G01580.1	AT3G01580	2351
transcript:AT3G01590.1	AT3G01590	1598
transcript:AT3G01590.2	AT3G01590	1557
transcript:AT3G01600.1	AT3G01600	1725
transcript:AT3G01610.1	AT3G01610	2797
transcript:AT3G01610.2	AT3G01610	2629
transcript:AT3G01620.1	AT3G01620	1536
transcript:AT3G01045.1	AT3G01045	971
transcript:AT3G01630.2	AT3G01630	1995
transcript:AT3G01630.1	AT3G01630	1875
transcript:AT3G01640.2	AT3G01640	1468
transcript:AT3G01640.1	AT3G01640	1379
transcript:AT3G01650.1	AT3G01650	2073
transcript:AT3G01650.2	AT3G01650	2558
transcript:AT3G01660.1	AT3G01660	1360
transcript:AT3G01670.2	AT3G01670	2776
transcript:AT3G01670.1	AT3G01670	2741
transcript:AT3G01680.1	AT3G01680	2655
transcript:AT3G01690.1	AT3G01690	1861
transcript:AT3G01700.1	AT3G01700	753
transcript:AT3G01705.1	AT3G01705	72
transcript:AT3G01710.2	AT3G01710	1582
transcript:AT3G01710.1	AT3G01710	1634
transcript:AT3G01710.3	AT3G01710	1335
transcript:AT3G01710.4	AT3G01710	1081
transcript:AT3G01720.1	AT3G01720	3033
transcript:AT3G01730.1	AT3G01730	544
transcript:AT3G01740.1	AT3G01740	1697
transcript:AT3G01750.1	AT3G01750	2674
transcript:AT3G01750.2	AT3G01750	2540
transcript:AT3G01760.1	AT3G01760	1453
transcript:AT3G01770.1	AT3G01770	2422
transcript:AT3G01770.2	AT3G01770	2451
transcript:AT3G01780.1	AT3G01780	4072
transcript:AT3G01780.2	AT3G01780	3981
transcript:AT3G01790.2	AT3G01790	1427
transcript:AT3G01790.1	AT3G01790	932
transcript:AT3G01790.3	AT3G01790	1318
transcript:AT3G01800.1	AT3G01800	1360
transcript:AT3G01810.1	AT3G01810	3608
transcript:AT3G01810.3	AT3G01810	3402
transcript:AT3G01810.2	AT3G01810	3441
transcript:AT3G01820.1	AT3G01820	1386
transcript:AT3G01055.1	AT3G01055	205
transcript:AT3G01830.2	AT3G01830	620
transcript:AT3G01830.1	AT3G01830	1083
transcript:AT3G01840.1	AT3G01840	1979
transcript:AT3G01850.2	AT3G01850	1639
transcript:AT3G01850.1	AT3G01850	1333
transcript:AT3G01850.3	AT3G01850	947
transcript:AT3G01850.4	AT3G01850	926
transcript:AT3G01860.1	AT3G01860	1338
transcript:AT3G01860.2	AT3G01860	2044
transcript:AT3G01870.1	AT3G01870	2096
transcript:AT3G01880.1	AT3G01880	1779
transcript:AT3G01890.1	AT3G01890	2003
transcript:AT3G01900.1	AT3G01900	1880
transcript:AT3G01910.1	AT3G01910	1565
transcript:AT3G01910.2	AT3G01910	1191
transcript:AT3G01910.3	AT3G01910	1108
transcript:AT3G01920.2	AT3G01920	1118
transcript:AT3G01920.1	AT3G01920	1157
transcript:AT3G01930.1	AT3G01930	2530
transcript:AT3G01930.2	AT3G01930	2185
transcript:AT3G01930.3	AT3G01930	1486
transcript:AT3G01065.1	AT3G01065	507
transcript:AT3G01940.1	AT3G01940	823
transcript:AT3G01960.1	AT3G01960	1402
transcript:AT3G01950.1	AT3G01950	545
transcript:AT3G01961.1	AT3G01961	171
transcript:AT3G01970.1	AT3G01970	1359
transcript:AT3G01980.1	AT3G01980	1647
transcript:AT3G01980.3	AT3G01980	1568
transcript:AT3G01980.5	AT3G01980	1601
transcript:AT3G01980.4	AT3G01980	1406
transcript:AT3G01980.6	AT3G01980	1589
transcript:AT3G01980.2	AT3G01980	1302
transcript:AT3G01990.3	AT3G01990	2398
transcript:AT3G01990.6	AT3G01990	2243
transcript:AT3G01990.2	AT3G01990	2450
transcript:AT3G01990.4	AT3G01990	2366
transcript:AT3G01990.5	AT3G01990	2340
transcript:AT3G01990.7	AT3G01990	2234
transcript:AT3G01990.11	AT3G01990	1562
transcript:AT3G01990.1	AT3G01990	2381
transcript:AT3G01990.8	AT3G01990	2552
transcript:AT3G01990.9	AT3G01990	2513
transcript:AT3G01990.10	AT3G01990	2487
transcript:AT3G02000.1	AT3G02000	798
transcript:AT3G02020.1	AT3G02020	5106
transcript:AT3G02010.1	AT3G02010	2537
transcript:AT3G02030.2	AT3G02030	2117
transcript:AT3G02030.1	AT3G02030	2641
transcript:AT3G02040.1	AT3G02040	1525
transcript:AT3G02050.1	AT3G02050	2782
transcript:AT3G02060.1	AT3G02060	2917
transcript:AT3G02060.3	AT3G02060	2940
transcript:AT3G02060.2	AT3G02060	2888
transcript:AT3G02065.2	AT3G02065	1829
transcript:AT3G02065.1	AT3G02065	1939
transcript:AT3G02065.3	AT3G02065	1779
transcript:AT3G02070.2	AT3G02070	1142
transcript:AT3G02070.1	AT3G02070	1100
transcript:AT3G02080.1	AT3G02080	904
transcript:AT3G02090.1	AT3G02090	2068
transcript:AT3G02090.2	AT3G02090	2060
transcript:AT3G02100.1	AT3G02100	1395
transcript:AT3G02110.1	AT3G02110	1824
transcript:AT3G01075.1	AT3G01075	251
transcript:AT3G02120.1	AT3G02120	614
transcript:AT3G02125.1	AT3G02125	1416
transcript:AT3G02130.1	AT3G02130	4233
transcript:AT3G02130.2	AT3G02130	3839
transcript:AT3G02140.1	AT3G02140	1815
transcript:AT3G01095.1	AT3G01095	263
transcript:AT3G02150.1	AT3G02150	1703
transcript:AT3G02150.2	AT3G02150	1795
transcript:AT3G02160.1	AT3G02160	1736
transcript:AT3G02160.2	AT3G02160	1576
transcript:AT3G02170.2	AT3G02170	3469
transcript:AT3G02170.3	AT3G02170	3411
transcript:AT3G02170.1	AT3G02170	3481
transcript:AT3G02180.1	AT3G02180	976
transcript:AT3G02180.3	AT3G02180	667
transcript:AT3G02180.2	AT3G02180	844
transcript:AT3G02190.1	AT3G02190	550
transcript:AT3G02200.1	AT3G02200	1698
transcript:AT3G02200.2	AT3G02200	1639
transcript:AT3G02210.1	AT3G02210	1913
transcript:AT3G02220.1	AT3G02220	1059
transcript:AT3G02230.1	AT3G02230	1567
transcript:AT3G02240.1	AT3G02240	739
transcript:AT3G02242.1	AT3G02242	593
transcript:AT3G02245.1	AT3G02245	653
transcript:AT3G01105.1	AT3G01105	592
transcript:AT3G02250.1	AT3G02250	2652
transcript:AT3G02255.1	AT3G02255	186
transcript:AT3G01115.1	AT3G01115	515
transcript:AT3G02260.2	AT3G02260	15700
transcript:AT3G02260.3	AT3G02260	15527
transcript:AT3G02260.1	AT3G02260	15465
transcript:AT3G02260.4	AT3G02260	15464
